site_name,datetime,release,release_pre,storage,storage_pre,inflow,release_roll7,inflow_roll7,storage_roll7,storage_x_inflow
Davis,2000-02-13,6.251666666666667,6.9575,1662.2,1668.9,-0.44833333333337855,6.172440476190476,5.273273809523809,1674.042857142857,-748.2235000000755
Davis,2000-02-14,6.9070833333333335,6.251666666666667,1663.6,1662.2,8.307083333333196,6.273273809523809,5.688988095238069,1673.042857142857,13808.03391666644
Davis,2000-02-15,6.20125,6.9070833333333335,1664.4,1663.6,7.001250000000182,6.446130952380952,4.403869047619054,1672.2857142857144,11647.279500000303
Davis,2000-02-16,6.20125,6.20125,1665.4,1664.4,7.20125,6.518154761904762,4.718154761904775,1670.1714285714286,11985.7605
Davis,2000-02-17,7.058333333333334,6.20125,1667.0,1665.4,8.658333333333243,6.518154761904762,4.633511904761917,1668.3714285714286,14419.588333333182
Davis,2000-02-18,7.764166666666666,7.058333333333334,1664.7,1667.0,5.464166666666712,6.647797619047619,5.577321428571436,1666.357142857143,9108.765833333407
Davis,2000-02-19,7.764166666666666,7.764166666666666,1649.2,1664.7,-7.735833333333334,6.763035714285714,4.063988095238089,1665.1714285714286,-12877.841750000001
Davis,2000-02-20,7.5625,7.764166666666666,1645.7,1649.2,4.0625,6.87827380952381,4.708392857142857,1662.357142857143,6699.875
Davis,2000-02-21,7.209583333333333,7.5625,1637.8,1645.7,-0.6904166666667582,7.065535714285714,3.423035714285721,1660.0,-1136.2187083334838
Davis,2000-02-22,6.654999999999999,7.209583333333333,1636.0,1637.8,4.855000000000045,7.10875,3.116428571428558,1656.3142857142857,7951.519000000073
Davis,2000-02-23,6.554166666666666,6.654999999999999,1634.7,1636.0,5.254166666666712,7.173571428571429,2.8382738095238027,1652.257142857143,8595.81666666674
Davis,2000-02-24,6.554166666666666,6.554166666666666,1638.2,1634.7,10.054166666666667,7.223988095238095,3.037678571428578,1647.8714285714286,16435.54625
Davis,2000-02-25,6.20125,6.554166666666666,1646.4,1638.2,14.401250000000045,7.1519642857142856,4.314404761904768,1643.757142857143,23592.127750000076
Davis,2000-02-26,7.209583333333333,6.20125,1650.5,1646.4,11.309583333333242,6.928690476190476,7.035178571428565,1641.142857142857,18620.09799999985
Davis,2000-02-27,7.058333333333334,7.209583333333333,1653.8,1650.5,10.358333333333288,6.849464285714285,7.93458333333332,1641.3285714285714,17096.429166666592
Davis,2000-02-28,7.10875,7.058333333333334,1668.7,1653.8,22.00875000000009,6.777440476190476,11.177321428571442,1642.4857142857145,36398.07075000015
Davis,2000-02-29,7.461666666666666,7.10875,1663.6,1668.7,2.3616666666665296,6.763035714285714,10.82113095238094,1646.9,3940.913166666438
Davis,2000-03-01,7.26,7.461666666666666,1667.2,1663.6,10.860000000000136,6.87827380952381,11.621964285714284,1650.8428571428572,18066.696000000225
Davis,2000-03-02,7.461666666666666,7.26,1677.0,1667.2,17.26166666666662,6.979107142857143,12.651607142857134,1655.4857142857145,28778.650666666592
Davis,2000-03-03,7.512083333333333,7.461666666666666,1682.4,1677.0,12.912083333333424,7.10875,12.438869047619047,1661.0285714285717,21653.56375000015
